date,song,artist,region,rank,views,likes,genre
2023-09-03,"kesariya (from ""brahmastra: part one: shiva"")",arijit singh,India,16,353689591,10613672,Indian
2023-09-03,"kaavaalaa (from ""jailer"")",shilpa rao & anirudh ravichander,India,37,625403446,26909404,Indie
2023-09-03,"tere hawaale (from ""laal singh chaddha"")",arijit singh & shilpa rao,India,10,2482474272,175006166,Hip-Hop
2023-08-27,heeriye,jasleen royal & arijit singh,India,196,651463405,26343239,Classical
2023-08-27,with you,ap dhillon,India,90,911097214,29847717,Classical
2023-08-27,cheques,shubh,India,114,20405144,668181,Classical
2023-08-27,shree hanuman chalisa,hariharan,India,6,6063931520,568318730,EDM
2023-08-27,"what jhumka ? (from ""rocky aur rani kii prem kahaani"")","arijit singh, jonita gandhi & ranveer singh",India,17,283575192,13997800,Indian
2023-08-27,"hukum - thalaivar alappara (from ""jailer"")",anirudh ravichander,India,161,529297175,20732526,Punjabi
2023-08-27,"main nikla gaddi leke (from ""gadar 2"")","udit narayan, aditya narayan & mithoon",India,195,254945155,9512114,Classical
2023-08-27,"chaleya (from ""jawan"")",arijit singh & shilpa rao,India,133,4668527400,183426674,Punjabi
2023-08-27,"ram sita ram (from ""adipurush"")","karthik, sachet tandon & parampara tandon",India,103,673417508,26653199,Indian
2023-08-27,mahiye jinna sohna,darshan raval,India,173,758178571,29741573,Classical
2023-08-27,"udd jaa kaale kaava (from ""gadar 2"")",udit narayan & alka yagnik,India,14,818047616,34000289,Indie
2023-08-27,maan meri jaan,king,India,54,890655519,31698839,Indie
2023-08-27,yadav brand 2,sunny yaduvanshi & ak rok,India,35,3724195633,116665482,Indian
2023-08-27,"tum kya mile (from ""rocky aur rani kii prem kahaani"")",arijit singh & shreya ghoshal,India,107,683970673,24304415,Punjabi
2023-08-27,"zihaal e miskin (from ""javed - mohsin's zihaal-e-miskin"")",vishal mishra & shreya ghoshal,India,26,931440326,31581721,Indian
2023-08-27,"janiye (from the netflix film ""chor nikal ke bhaga"")",vishal mishra featuring rashmeet kaur,India,103,809285451,29013820,Indie
2023-08-27,check it out,parmish verma & paradox,India,81,211132228,8292168,Punjabi
2023-08-27,guli mata,saad lamjarred & shreya ghoshal,India,97,735886640,27612424,Indian
2023-08-27,still rollin,shubh,India,188,859613993,34625344,Classical
2023-08-27,sent gamkauwa,shivani singh,India,175,105919272,3534400,Indian
2023-08-27,malang sajna,sachet tandon & parampara tando,India,158,487174921,21338260,Indie
2023-08-27,raja ji,pawan singh & shivani singh,India,107,980270900,33434323,Classical
2023-08-27,"tere vaaste (from ""zara hatke zara bachke"")","varun jain, schin-jigar, shadab faridi & altamash faridi",India,106,757438682,30313974,Indie
2023-08-27,"kaavaalaa (from ""jailer"")",shilpa rao & anirudh ravichander,India,53,245886734,8179838,Indie
2023-08-27,"chal tere ishq mein (from ""gadar 2"")",vishal mishra,India,141,236035974,10362535,Punjabi
2023-08-20,shree hanuman chalisa,hariharan,India,36,2645758022,100767340,Indian
2023-08-20,heeriye,jasleen royal & arijit singh,India,71,6585119340,235444325,Indian
2023-08-20,"hukum - thalaivar alappara (from ""jailer"")",anirudh ravichander,India,106,510728840,16468048,Indian
2023-08-20,"what jhumka ? (from ""rocky aur rani kii prem kahaani"")","arijit singh, jonita gandhi & ranveer singh",India,195,39700050,1196402,Indie
2023-08-20,"main nikla gaddi leke (from ""gadar 2"")","udit narayan, aditya narayan & mithoon",India,165,952992857,42678345,Punjabi
2023-08-20,cheques,shubh,India,12,4182600997,132664763,Classical
2023-08-20,"hayyoda (from ""jawan"")",anirudh ravichander & priya mali,India,149,143115908,6993105,Indian
2023-08-20,"ram sita ram (from ""adipurush"")","karthik, sachet tandon & parampara tandon",India,81,920863825,37253144,Indie
2023-08-20,"zihaal e miskin (from ""javed - mohsin's zihaal-e-miskin"")",vishal mishra & shreya ghoshal,India,2,1084948204,83653160,Pop
2023-08-20,yadav brand 2,sunny yaduvanshi & ak rok,India,108,100054410,4575414,Punjabi
2023-08-20,mahiye jinna sohna,darshan raval,India,36,1566100243,57941255,Punjabi
2023-08-20,maan meri jaan,king,India,114,464170109,23159610,Punjabi
2023-08-20,"tum kya mile (from ""rocky aur rani kii prem kahaani"")",arijit singh & shreya ghoshal,India,96,80225818,3342115,Indie
2023-08-20,"udd jaa kaale kaava (from ""gadar 2"")",udit narayan & alka yagnik,India,192,291127917,12302569,Indian
2023-08-20,check it out,parmish verma & paradox,India,144,665592032,30951284,Indie
2023-08-20,with you,ap dhillon,India,61,366872662,14689914,Indian
2023-08-20,still rollin,shubh,India,159,229704985,8096008,Punjabi
2023-08-20,raja ji,pawan singh & shivani singh,India,79,71795179,2733507,Indian
2023-08-20,sent gamkauwa,shivani singh,India,44,2482431605,88653351,Indian
2023-08-20,"tere vaaste (from ""zara hatke zara bachke"")","varun jain, schin-jigar, shadab faridi & altamash faridi",India,15,2172524904,68787130,Indie
2023-08-20,obsessed,riar saab / abhijay sharma,India,39,2071438567,77640804,Indie
2023-08-20,"kaavaalaa (from ""jailer"")",shilpa rao & anirudh ravichander,India,185,8741209840,330019763,Classical
2023-08-20,"janiye (from the netflix film ""chor nikal ke bhaga"")",vishal mishra featuring rashmeet kaur,India,153,262019576,12411212,Classical
2023-08-20,kya loge tum,bpraak,India,124,833133603,28896533,Punjabi
2023-08-20,guli mata,saad lamjarred & shreya ghoshal,India,184,790691016,29201270,Indian
2023-08-13,shree hanuman chalisa,hariharan,India,100,301912254,11082733,Classical
2023-08-13,"main nikla gaddi leke (from ""gadar 2"")","udit narayan, aditya narayan & mithoon",India,82,305771253,11327650,Indian
2023-08-13,cheques,shubh,India,84,443424054,17129980,Indie
2023-08-13,"what jhumka ? (from ""rocky aur rani kii prem kahaani"")","arijit singh, jonita gandhi & ranveer singh",India,72,831183421,33512536,Punjabi
2023-08-13,mahiye jinna sohna,darshan raval,India,179,512539777,23161020,Indie
2023-08-13,"ram sita ram (from ""adipurush"")","karthik, sachet tandon & parampara tandon",India,160,638225817,25397520,Classical
2023-08-13,"zihaal e miskin (from ""javed - mohsin's zihaal-e-miskin"")",vishal mishra & shreya ghoshal,India,96,418361008,15206908,Classical
2023-08-13,maan meri jaan,king,India,128,525552690,20460780,Indie
2023-08-13,raja ji,pawan singh & shivani singh,India,116,529089416,16836689,Classical
2023-08-13,still rollin,shubh,India,131,787183834,31363545,Punjabi
2023-08-13,sent gamkauwa,shivani singh,India,40,2520506299,93105019,Punjabi
2023-08-13,"tere vaaste (from ""zara hatke zara bachke"")","varun jain, schin-jigar, shadab faridi & altamash faridi",India,187,738769644,24588690,Classical
2023-08-13,yadav brand 2,sunny yaduvanshi & ak rok,India,75,346860681,16462955,Indian
2023-08-13,obsessed,riar saab / abhijay sharma,India,141,588218205,27059859,Classical
2023-08-13,"phir aur kya chahiye (from ""zara hatke zra bachke"")",arijit singh & sachin-jigar,India,114,281657850,10493414,Classical
2023-08-13,"tum kya mile (from ""rocky aur rani kii prem kahaani"")",arijit singh & shreya ghoshal,India,57,90743918,4475947,Indian
2023-08-13,"janiye (from the netflix film ""chor nikal ke bhaga"")",vishal mishra featuring rashmeet kaur,India,199,714966851,28707231,Classical
2023-08-13,malang sajna,sachet tandon & parampara tando,India,66,619681899,22557101,Indian
2023-08-13,kya loge tum,bpraak,India,93,438197049,13440591,Punjabi
2023-08-13,"hukum - thalaivar alappara (from ""jailer"")",anirudh ravichander,India,142,782907529,26996135,Punjabi
2023-08-13,"kesariya (from ""brahmastra: part one: shiva"")",arijit singh,India,26,1971637965,87717926,Punjabi
2023-08-13,check it out,parmish verma & paradox,India,16,2577743948,107144162,Indie
2023-08-13,"tere hawaale (from ""laal singh chaddha"")",arijit singh & shilpa rao,India,110,12453247660,413956906,Indie
2023-08-13,mi amor,sharn,India,171,455663054,14916083,Classical
2023-08-13,"zinda banda (from ""jawan"")",anirudh ravichander,India,26,3440796467,130707451,Indie
2023-08-06,shree hanuman chalisa,hariharan,India,87,769977252,29854223,Classical
2023-08-06,"zinda banda (from ""jawan"")",anirudh ravichander,India,107,153206268,6753408,Indian
2023-08-06,cheques,shubh,India,7,86491369576,6479163409,Pop
2023-08-06,"ram sita ram (from ""adipurush"")","karthik, sachet tandon & parampara tandon",India,100,809628209,38544235,Indian
2023-08-06,raja ji,pawan singh & shivani singh,India,35,502141712,24659557,Indie
2023-08-06,"zihaal e miskin (from ""javed - mohsin's zihaal-e-miskin"")",vishal mishra & shreya ghoshal,India,193,283694633,11350748,Indian
2023-08-06,mahiye jinna sohna,darshan raval,India,115,396983407,13083169,Indian
2023-08-06,"what jhumka ? (from ""rocky aur rani kii prem kahaani"")","arijit singh, jonita gandhi & ranveer singh",India,25,1087321126,40652816,Classical
2023-08-06,maan meri jaan,king,India,84,145070321,5944314,Indie
2023-08-06,"tum kya mile (from ""rocky aur rani kii prem kahaani"")",arijit singh & shreya ghoshal,India,55,704738559,23142118,Classical
2023-08-06,"tere vaaste (from ""zara hatke zara bachke"")","varun jain, schin-jigar, shadab faridi & altamash faridi",India,26,75960489610,3685893102,Indian
2023-08-06,still rollin,shubh,India,16,39125448445,1869381509,Punjabi
2023-08-06,obsessed,riar saab / abhijay sharma,India,98,111644096,3888873,Punjabi
2023-08-06,sent gamkauwa,shivani singh,India,12,2683202210,125161154,Indian
2023-08-06,"phir aur kya chahiye (from ""zara hatke zra bachke"")",arijit singh & sachin-jigar,India,158,776514868,38751318,Punjabi
2023-08-06,malang sajna,sachet tandon & parampara tando,India,191,218471461,10023541,Indie
2023-08-06,bhang ke swad,khesari lal yadav & shilpi raj,India,50,361126506,13002961,Punjabi
2023-08-06,kya loge tum,bpraak,India,123,607393387,19472646,Indie
2023-08-06,"kesariya (from ""brahmastra: part one: shiva"")",arijit singh,India,178,541841700,23433608,Classical
2023-08-06,"o bedardeya (from ""tu jhoothi makkaar"")",arijit singh,India,7,391568298,29609375,Pop
2023-08-06,"tere hawaale (from ""laal singh chaddha"")",arijit singh & shilpa rao,India,6,5258490883,457346613,Hip-Hop
2023-08-06,tere vaaste,bikram malati,India,146,98384847,3470545,Classical
2023-08-06,seven,jung kook featuring latto,India,167,17549897880,815696732,Indian
2023-08-06,yaar ka sataya hua hai,bpraak,India,151,135528107,6399167,Indie
2023-08-06,mi amor,sharn,India,27,408575143,13651916,Indian
2023-07-30,shree hanuman chalisa,hariharan,India,60,882721497,40673737,Punjabi
2023-07-30,"ram sita ram (from ""adipurush"")","karthik, sachet tandon & parampara tandon",India,138,97093906,3367260,Punjabi
2023-07-30,cheques,shubh,India,127,675802506,33155386,Classical
2023-07-30,"zihaal e miskin (from ""javed - mohsin's zihaal-e-miskin"")",vishal mishra & shreya ghoshal,India,31,3239101391,118157404,Indian
2023-07-30,raja ji,pawan singh & shivani singh,India,138,619585782,30637066,Punjabi
2023-07-30,maan meri jaan,king,India,163,598371941,19538729,Indie
2023-07-30,mahiye jinna sohna,darshan raval,India,135,510795129,24192685,Indie
2023-07-30,kya loge tum,bpraak,India,181,684358471,33442210,Punjabi
2023-07-30,"tere vaaste (from ""zara hatke zara bachke"")","varun jain, schin-jigar, shadab faridi & altamash faridi",India,42,3312296,112105,Indian
2023-07-30,sent gamkauwa,shivani singh,India,162,965965299,34510981,Indian
2023-07-30,obsessed,riar saab / abhijay sharma,India,105,334158285,15441816,Indian
2023-07-30,still rollin,shubh,India,92,637750148,23244122,Indian
2023-07-30,"phir aur kya chahiye (from ""zara hatke zra bachke"")",arijit singh & sachin-jigar,India,81,477791470,15973971,Classical
2023-07-30,seven,jung kook featuring latto,India,37,260078839,9895065,Punjabi
2023-07-30,yaar ka sataya hua hai,bpraak,India,124,580492955,27565005,Punjabi
2023-07-30,malang sajna,sachet tandon & parampara tando,India,74,737784868,32373406,Punjabi
2023-07-30,"tum kya mile (from ""rocky aur rani kii prem kahaani"")",arijit singh & shreya ghoshal,India,24,2706052636,87400627,Indian
2023-07-30,"kesariya (from ""brahmastra: part one: shiva"")",arijit singh,India,87,115987145,5776139,Punjabi
2023-07-30,"what jhumka ? (from ""rocky aur rani kii prem kahaani"")","arijit singh, jonita gandhi & ranveer singh",India,123,901842935,32459775,Punjabi
2023-07-30,"o bedardeya (from ""tu jhoothi makkaar"")",arijit singh,India,80,385300123,15131149,Indian
2023-07-30,"tere hawaale (from ""laal singh chaddha"")",arijit singh & shilpa rao,India,79,166927683,6823360,Indie
2023-07-30,"naa ready (from ""leo"")","anirudh ravichander, vijay & asal kolaar",India,122,408538806,14145837,Punjabi
2023-07-30,"kaavaalaa (from ""jailer"")",shilpa rao & anirudh ravichander,India,186,25065113,1055642,Indian
2023-07-30,mi amor,sharn,India,82,998139888,31265973,Indian
2023-07-30,yadav brand 2,sunny yaduvanshi & ak rok,India,115,492067471,21192731,Indie
2023-07-23,"tere vaaste (from ""zara hatke zara bachke"")","varun jain, schin-jigar, shadab faridi & altamash faridi",India,174,422379279,15572577,Classical
2023-07-23,shree hanuman chalisa,hariharan,India,187,16067430,482035,Indian
2023-07-23,seven,jung kook featuring latto,India,141,543618196,26831166,Punjabi
2023-07-23,"ram sita ram (from ""adipurush"")","karthik, sachet tandon & parampara tandon",India,47,746034032,28361476,Punjabi
2023-07-23,cheques,shubh,India,46,211751590,9293081,Punjabi
2023-07-23,"zihaal e miskin (from ""javed - mohsin's zihaal-e-miskin"")",vishal mishra & shreya ghoshal,India,161,472089872,17578303,Indie
2023-07-23,maan meri jaan,king,India,31,3063510522,106171539,Indie
2023-07-23,mahiye jinna sohna,darshan raval,India,4,5213347593,491900555,Hip-Hop
2023-07-23,kya loge tum,bpraak,India,63,731325801,32400977,Classical
2023-07-23,sent gamkauwa,shivani singh,India,113,682013608,25381115,Indian
2023-07-23,raja ji,pawan singh & shivani singh,India,13,916033721,28787817,Indian
2023-07-23,"phir aur kya chahiye (from ""zara hatke zra bachke"")",arijit singh & sachin-jigar,India,135,668398974,24946031,Punjabi
2023-07-23,still rollin,shubh,India,194,135067212,4748693,Punjabi
2023-07-23,yaar ka sataya hua hai,bpraak,India,29,1497116048,60118708,Indie
2023-07-23,"tum kya mile (from ""rocky aur rani kii prem kahaani"")",arijit singh & shreya ghoshal,India,11,49600271182,1516441237,Indian
2023-07-23,malang sajna,sachet tandon & parampara tando,India,54,140604620,5927697,Indie
2023-07-23,obsessed,riar saab / abhijay sharma,India,179,484996994,17168136,Indian
2023-07-23,"o bedardeya (from ""tu jhoothi makkaar"")",arijit singh,India,84,964474718,42111368,Indie
2023-07-23,har har shambhu shiv se ka manglu,ankush raja & shilpi raj,India,85,476077881,16860950,Punjabi
2023-07-23,"kesariya (from ""brahmastra: part one: shiva"")",arijit singh,India,49,360299038,14801054,Punjabi
2023-07-23,"tere hawaale (from ""laal singh chaddha"")",arijit singh & shilpa rao,India,123,333679182,10546158,Punjabi
2023-07-23,parvati boli shankar se,hansraj raghuwanshi,India,37,1381700584,51485488,Indian
2023-07-23,"naa ready (from ""leo"")","anirudh ravichander, vijay & asal kolaar",India,49,719092002,26808518,Indian
2023-07-23,mi amor,sharn,India,58,809441265,35595995,Indie
2023-07-23,"kaavaalaa (from ""jailer"")",shilpa rao & anirudh ravichander,India,128,540471455,21341784,Classical
2023-07-16,shree hanuman chalisa,hariharan,India,3,6764467600,492013983,Hip-Hop
2023-07-16,raja ji,pawan singh & shivani singh,India,75,786693220,24261750,Classical
2023-07-16,"ram sita ram (from ""adipurush"")","karthik, sachet tandon & parampara tandon",India,139,238066939,8275522,Indie
2023-07-16,tere vaaste,hyper dex,India,88,789741072,33493844,Indian
2023-07-16,chorni,divine & sidhu moose wala,India,196,252835255,10615400,Indian
2023-07-16,"zihaal e miskin (from ""javed - mohsin's zihaal-e-miskin"")",vishal mishra & shreya ghoshal,India,124,549493597,18130271,Indie
2023-07-16,maan meri jaan,king,India,120,703152201,21266843,Indian
2023-07-16,cheques,shubh,India,66,231972306,8055329,Punjabi
2023-07-16,obsessed,riar saab / abhijay sharma,India,65,251722537,7904231,Indian
2023-07-16,"tere vaaste (from ""zara hatke zara bachke"")","varun jain, schin-jigar, shadab faridi & altamash faridi",India,2,5392176121,444975904,Hip-Hop
2023-07-16,kya loge tum,bpraak,India,191,859550986,27914486,Punjabi
2023-07-16,sent gamkauwa,shivani singh,India,102,948836473,32526887,Punjabi
2023-07-16,mahiye jinna sohna,darshan raval,India,81,904252899,34851827,Indie
2023-07-16,"phir aur kya chahiye (from ""zara hatke zra bachke"")",arijit singh & sachin-jigar,India,110,23592228,722728,Punjabi
2023-07-16,still rollin,shubh,India,181,363371151,11858811,Classical
2023-07-16,"tum kya mile (from ""rocky aur rani kii prem kahaani"")",arijit singh & shreya ghoshal,India,150,506108316,16007269,Indie
2023-07-16,yaar ka sataya hua hai,bpraak,India,191,817845288,25367810,Classical
2023-07-16,"o bedardeya (from ""tu jhoothi makkaar"")",arijit singh,India,56,44251537,1662825,Classical
2023-07-16,"kesariya (from ""brahmastra: part one: shiva"")",arijit singh,India,150,408215234,16350241,Classical
2023-07-16,ae bhole baba,pawan singh,India,68,366522382,11242139,Classical
2023-07-16,"tere hawaale (from ""laal singh chaddha"")",arijit singh & shilpa rao,India,109,837731080,31092208,Indie
2023-07-16,malang sajna,sachet tandon & parampara tando,India,67,488514064,21556668,Indian
2023-07-16,mahadev ka deewana,pawan singh & priyanka singh,India,88,674200222,21695509,Classical
2023-07-16,miyave miyave,madu mithra,India,78,8449049840,359054501,Punjabi
2023-07-16,"naa ready (from ""leo"")","anirudh ravichander, vijay & asal kolaar",India,151,219344901,6853988,Punjabi
2023-07-09,"tere vaaste (from ""zara hatke zara bachke"")","varun jain, schin-jigar, shadab faridi & altamash faridi",India,34,2175752629,98136353,Punjabi
2023-07-09,shree hanuman chalisa,hariharan,India,33,45583648,1741531,Indie
2023-07-09,"phir aur kya chahiye (from ""zara hatke zra bachke"")",arijit singh & sachin-jigar,India,21,26459265276,1319394909,Classical
2023-07-09,"udd jaa kaale kaava (from ""gadar 2"")",udit narayan & alka yagnik,India,26,3279247497,103146410,Punjabi
2023-07-09,"zihaal e miskin (from ""javed - mohsin's zihaal-e-miskin"")",vishal mishra & shreya ghoshal,India,175,652262749,25076807,Indie
2023-07-09,"ram sita ram (from ""adipurush"")","karthik, sachet tandon & parampara tandon",India,105,917590825,39305628,Indie
2023-07-09,kya loge tum,bpraak,India,181,104288183,4873703,Punjabi
2023-07-09,obsessed,riar saab / abhijay sharma,India,20,2833479709,101713287,Indian
2023-07-09,maan meri jaan,king,India,76,396733051,15666702,Classical
2023-07-09,sent gamkauwa,shivani singh,India,38,1635508774,53479607,Punjabi
2023-07-09,cheques,shubh,India,139,981575434,29989217,Indie
2023-07-09,"tum kya mile (from ""rocky aur rani kii prem kahaani"")",arijit singh & shreya ghoshal,India,144,949866990,36551719,Indian
2023-07-09,still rollin,shubh,India,144,434907354,15262469,Indian
2023-07-09,"o bedardeya (from ""tu jhoothi makkaar"")",arijit singh,India,32,62654628666,2283856434,Punjabi
2023-07-09,rajaji ke dilwa,pawan singh & shivani singh,India,180,327049808,14254661,Classical
2023-07-09,"kesariya (from ""brahmastra: part one: shiva"")",arijit singh,India,90,335965946,12336592,Indian
2023-07-09,"tere hawaale (from ""laal singh chaddha"")",arijit singh & shilpa rao,India,92,102392124,4307434,Punjabi
2023-07-09,malang sajna,sachet tandon & parampara tando,India,128,542946727,24710255,Classical
2023-07-09,mahiye jinna sohna,darshan raval,India,91,776826163,37700992,Classical
2023-07-09,"naa ready (from ""leo"")","anirudh ravichander, vijay & asal kolaar",India,163,746627795,23206771,Indie
2023-07-09,yaar ka sataya hua hai,bpraak,India,81,780983821,25659584,Indie
2023-07-09,chunni mein chunni me perfumne lagave chunni mein,lovekush dungri,India,23,2536295232,81770429,Punjabi
2023-07-09,har har shambhu shiv se ka manglu,ankush raja & shilpi raj,India,178,646514046,21031993,Punjabi
2023-07-09,raja ji,pawan singh & shivani singh,India,95,395199473,18669426,Punjabi
2023-07-09,"apna bana le (from ""bhediya"")",arijit singh & sachin-jigar,India,156,799107140,32153891,Punjabi
2023-07-02,"tere vaaste (from ""zara hatke zara bachke"")","varun jain, schin-jigar, shadab faridi & altamash faridi",India,182,884934302,38641884,Indie
2023-07-02,"ram sita ram (from ""adipurush"")","karthik, sachet tandon & parampara tandon",India,58,181577484,6581393,Punjabi
2023-07-02,"phir aur kya chahiye (from ""zara hatke zra bachke"")",arijit singh & sachin-jigar,India,191,492978125,22370317,Punjabi
2023-07-02,shree hanuman chalisa,hariharan,India,9,1787332054,176665494,Pop
2023-07-02,"zihaal e miskin (from ""javed - mohsin's zihaal-e-miskin"")",vishal mishra & shreya ghoshal,India,93,63696138,2408025,Indian
2023-07-02,obsessed,riar saab / abhijay sharma,India,147,585130510,22884071,Classical
2023-07-02,kya loge tum,bpraak,India,183,913565894,39739359,Punjabi
2023-07-02,maan meri jaan,king,India,40,250218801,8473593,Indian
2023-07-02,cheques,shubh,India,191,351244253,14072198,Indian
2023-07-02,still rollin,shubh,India,85,973741523,40879757,Punjabi
2023-07-02,"o bedardeya (from ""tu jhoothi makkaar"")",arijit singh,India,50,3359199230,131916074,Indian
2023-07-02,sent gamkauwa,shivani singh,India,17,2470021063,98719389,Indie
2023-07-02,rajaji ke dilwa,pawan singh & shivani singh,India,53,457465561,21051448,Indian
2023-07-02,"kesariya (from ""brahmastra: part one: shiva"")",arijit singh,India,119,212538132,9155159,Indian
2023-07-02,"naa ready (from ""leo"")","anirudh ravichander, vijay & asal kolaar",India,183,900025078,35914768,Indian
2023-07-02,malang sajna,sachet tandon & parampara tando,India,145,7795273160,254835761,Indie
2023-07-02,"tere hawaale (from ""laal singh chaddha"")",arijit singh & shilpa rao,India,18,2346762223,103485292,Classical
2023-07-02,"udd jaa kaale kaava (from ""gadar 2"")",udit narayan & alka yagnik,India,162,934416755,35760716,Classical
2023-07-02,dhani ho sab dhan,pawan singh & shivani singh,India,124,624285518,26698189,Indie
2023-07-02,perfume lagawe chunni mein,lovekush dungri,India,55,795232801,26772000,Indie
2023-07-02,"apna bana le (from ""bhediya"")",arijit singh & sachin-jigar,India,51,999512085,34476067,Indie
2023-07-02,chadhal jawani rasgulla,neelkamal singh & shilpi raj,India,191,958189259,44162998,Indian
2023-07-02,rubicon drill,laddi chahal - parmish verma - gurlej akhtar,India,112,934275574,42001320,Indian
2023-07-02,"raataan lambiyan (from ""shershaah"")",jubin nautiyal & asees kaur,India,63,994925209,32974632,Punjabi
2023-07-02,california love,cheema y,India,39,132100416,5263878,Punjabi
2023-06-25,"tere vaaste (from ""zara hatke zara bachke"")","varun jain, schin-jigar, shadab faridi & altamash faridi",India,181,535750382,18860337,Classical
2023-06-25,"ram sita ram (from ""adipurush"")","karthik, sachet tandon & parampara tandon",India,167,231639726,11053633,Indian
2023-06-25,"phir aur kya chahiye (from ""zara hatke zra bachke"")",arijit singh & sachin-jigar,India,113,45096738,2039819,Indie
2023-06-25,"zihaal e miskin (from ""javed - mohsin's zihaal-e-miskin"")",vishal mishra & shreya ghoshal,India,91,678406931,28752007,Indie
2023-06-25,shree hanuman chalisa,hariharan,India,17,1802036994,79957731,Indian
2023-06-25,obsessed,riar saab / abhijay sharma,India,90,892389626,36976592,Indian
2023-06-25,kya loge tum,bpraak,India,186,240822194,7248120,Indie
2023-06-25,maan meri jaan,king,India,162,206970316,10315632,Indie
2023-06-25,"o bedardeya (from ""tu jhoothi makkaar"")",arijit singh,India,64,295134026,14578800,Punjabi
2023-06-25,still rollin,shubh,India,164,954342320,39503256,Punjabi
2023-06-25,cheques,shubh,India,191,16580240,782504,Indian
2023-06-25,"kesariya (from ""brahmastra: part one: shiva"")",arijit singh,India,61,136178336,5472705,Indian
2023-06-25,malang sajna,sachet tandon & parampara tando,India,105,807354864,29591471,Classical
2023-06-25,"tere hawaale (from ""laal singh chaddha"")",arijit singh & shilpa rao,India,56,519509234,24631197,Indie
2023-06-25,pardesi pardesi,"alka yagnik, udit narayan & sapna awasthi",India,127,907589566,36572913,Indie
2023-06-25,perfume lagawe chunni mein,lovekush dungri,India,9,4220011590,351095931,Pop
2023-06-25,"apna bana le (from ""bhediya"")",arijit singh & sachin-jigar,India,152,142157116,5667567,Indian
2023-06-25,rajaji ke dilwa,pawan singh & shivani singh,India,157,56712264,2654457,Punjabi
2023-06-25,rubicon drill,laddi chahal - parmish verma - gurlej akhtar,India,74,169975810,5534804,Punjabi
2023-06-25,chadhal jawani rasgulla,neelkamal singh & shilpi raj,India,67,849398547,41773961,Indie
2023-06-25,"tu meri roja.. (from ""kushi"")",javed ali,India,160,41614328,1733790,Indian
2023-06-25,"raataan lambiyan (from ""shershaah"")",jubin nautiyal & asees kaur,India,51,833625408,31244592,Classical
2023-06-25,"pyaar hota kayi baar hai (from ""tu jhoothi main makkaar"")",arijit singh rap performed by charan,India,81,669556749,31486539,Classical
2023-06-25,dhani ho sab dhan,pawan singh & shivani singh,India,198,386148666,12038456,Indie
2023-06-25,295,sidhu moose wala,India,65,911392754,44100269,Punjabi
2023-06-18,"tere vaaste (from ""zara hatke zara bachke"")","varun jain, schin-jigar, shadab faridi & altamash faridi",India,113,689881178,28856487,Punjabi
2023-06-18,"phir aur kya chahiye (from ""zara hatke zra bachke"")",arijit singh & sachin-jigar,India,160,54162944,2003649,Classical
2023-06-18,"zihaal e miskin (from ""javed - mohsin's zihaal-e-miskin"")",vishal mishra & shreya ghoshal,India,39,342725487,13096607,Indian
2023-06-18,obsessed,riar saab / abhijay sharma,India,150,132861889,4842477,Indian
2023-06-18,kya loge tum,bpraak,India,149,314306538,11808092,Indie
2023-06-18,shree hanuman chalisa,hariharan,India,194,497000657,19087029,Indie
2023-06-18,"ram sita ram (from ""adipurush"")","karthik, sachet tandon & parampara tandon",India,40,1163296374,47479022,Indian
2023-06-18,"o bedardeya (from ""tu jhoothi makkaar"")",arijit singh,India,105,168208377,7969445,Punjabi
2023-06-18,maan meri jaan,king,India,102,990115575,31495770,Indie
2023-06-18,malang sajna,sachet tandon & parampara tando,India,102,917186965,32222701,Classical
2023-06-18,still rollin,shubh,India,162,864904517,28405388,Indian
2023-06-18,"tere hawaale (from ""laal singh chaddha"")",arijit singh & shilpa rao,India,79,939818488,29949989,Indian
2023-06-18,"apna bana le (from ""bhediya"")",arijit singh & sachin-jigar,India,114,579522020,27379704,Indie
2023-06-18,"kesariya (from ""brahmastra: part one: shiva"")",arijit singh,India,143,387795340,13074859,Indie
2023-06-18,cheques,shubh,India,133,526176482,18871098,Punjabi
2023-06-18,rubicon drill,laddi chahal - parmish verma - gurlej akhtar,India,159,487162733,18743924,Indie
2023-06-18,rajaji ke dilwa,pawan singh & shivani singh,India,139,460684306,18763004,Indie
2023-06-18,perfume lagawe chunni mein,lovekush dungri,India,198,779751775,32699634,Classical
2023-06-18,"tu meri roja.. (from ""kushi"")",javed ali,India,107,23954153,1165664,Indian
2023-06-18,"pyaar hota kayi baar hai (from ""tu jhoothi main makkaar"")",arijit singh rap performed by charan,India,102,941829412,29074474,Indie
2023-06-18,295,sidhu moose wala,India,76,4671164860,162821527,Indie
2023-06-18,"tere pyaar mein (from ""tu jhoothi main makkaar"")",arijit singh & nikhita gandhi,India,37,336903343,14064354,Indie
2023-06-18,chadhal jawani rasgulla,neelkamal singh & shilpi raj,India,161,459541856,18917026,Classical
2023-06-18,chulhi me jhok di,shivani singh,India,23,2241371773,76753269,Punjabi
2023-06-18,kahani suno 2.0,kaifi khalil,India,186,913584998,29652325,Classical
2023-06-11,"phir aur kya chahiye (from ""zara hatke zra bachke"")",arijit singh & sachin-jigar,India,60,968908247,39057094,Classical
2023-06-11,"tere vaaste (from ""zara hatke zara bachke"")","varun jain, schin-jigar, shadab faridi & altamash faridi",India,4,4616990497,369716670,Hip-Hop
